transaction_id,user_id,product_id,amount,transaction_date
2ef7047f-e761-4250-8004-ce690560a33a,288f4c13-9260-4224-9bf7-75b4142408aa,23a7ba53-3ff2-480b-b940-139665f0c61c,3328.6,1704657822784
5750db36-929c-430b-a9f8-8bfad992cb2f,1ec25f6b-4a3c-4a5b-977a-89cd1a059906,ead9705e-cb4b-4d75-b55d-582031f38dc9,4685.01,1703367458892
2b29d96f-60bd-4262-935f-e2fa35e42320,ec65bc1e-c37d-4c01-b7a2-caa60839d073,51318856-451d-49d8-9293-c46a64f7c55a,3182.76,1719207608224
933245f3-1ac7-4d01-ab78-ba5d5cd26672,b2fb9d78-687d-44fe-a3be-38d105112c57,740e8dcd-f2a9-4559-a3f9-5fedd8a750e4,1736.38,1722258043476
970371e0-ba17-431d-8c06-d9f1aa21db2a,cfabfaba-885d-4f50-85e0-e7e0ae7291c1,f762e74f-1427-4294-a3a5-374a82e54eab,1223.5,1699456895989
6b24d7d8-13d3-498a-9e30-315373b69273,1d506ba6-1fb8-4ee8-85c2-cc44f3091f27,38b2694f-09a9-4cc2-a042-e794c1f4c2f8,2573.03,1707702038644
c9bb8224-35a4-4402-ada7-f22d97668ce4,850e1c5a-3099-453e-982d-86a584e2bb57,eee568dd-776b-4f7b-b7c4-125eb1f847b2,3507.14,1719647003149
7af6b06c-871e-4e8d-a45d-7895727ac5c3,2ddd2071-4eb3-49b2-8d2f-b534531aac11,ae511153-30fa-497f-b7ce-7ce701089b4d,1926.83,1713573632430
c1c2fcd1-f3be-47f5-98e8-8e84d952f9ab,9b9af29e-777e-44e0-ad72-f82b4cc42b35,0330799a-b7f5-44ce-a253-45fbee63855f,4399.98,1723254246415
285de53c-58a4-4cc1-8107-c89e37a783e3,0eec604b-38d3-4bcc-89bc-007da62eba13,050f5732-4d1e-4c2f-b964-2a33a8c5bc8a,3987.87,1712524989629
3ad08147-dc90-45ce-9731-7bf331c1afd0,37654a2d-3ff2-4cc0-9e91-d35a9058ea14,965c21e3-f3bd-4902-88c8-3abb002f793b,1948.8,1714744180410
49434fce-e9c1-44d5-813a-2376b018b490,b934590c-075e-471f-88f6-282feec59fbd,3856cf8b-6675-488d-aa08-e8cf5861dd80,1889.98,1701564493300
1067b8d5-41e2-4b72-826d-12a8aee7742b,6bdc0521-90e5-4a86-972c-b84e365ccbb5,743bbc1d-8fbf-479a-8558-da696956dae0,4320.7,1724983568160
0fc7c5c7-352c-42ea-95cb-0498ecf1c47e,62de806c-fb64-4e50-99b0-2e6cbdb1031d,147a62f7-9c0a-4fc5-9032-83fe7395e65e,4882.22,1709944466661
89867bc3-6634-4119-82ea-fb6d5329897b,28579d9a-9e05-4e59-b2fa-6a57e3eeb7bc,a1738229-300a-4138-b37c-55b5c726a52d,4966.32,1726606265427
dba89ae8-b4ae-4843-9f7d-2100ab95654b,f7f2fdc3-2f9f-4930-a962-fb66bfed7a46,d8896e7e-be8a-4dbf-a93c-26296ff7ca9f,4875.71,1708007305377
e6c9fe7b-4e60-42f4-982d-6de4b13a3366,2ee8a8a2-b918-426d-9526-315c9fdb4189,b29b383a-b757-44ba-952e-23c9494fb639,2114.83,1705909978220
9b47fb48-3cb0-457a-aca1-d27e3dfe9685,d9492dca-a12c-48bd-b7ed-9af80f7eeaf2,f7e12ad0-39ca-4f10-a6b5-724fcf102009,2934.86,1701984997047
90bc4967-f94a-43bd-929c-e9901fa33e22,f3dc9251-2072-4318-8c99-9d12a9efe8da,b3bcd8bc-6dfc-41cd-ba3e-2a5bc35c9606,2292.16,1709863096044
417f2266-42aa-4a0f-b337-2d61b8c90b95,14087224-e83a-4283-a019-474143d62803,2de07065-53e5-41cc-9492-52c2ee69ae66,1702.87,1726733012571
1d1191de-0532-4f9f-9012-8c77858777d4,e3e1dca8-6869-42f0-a30b-df128c9740cf,1458637c-37c3-48ea-b2e2-b72cf455008e,2029.48,1710160408427
2d37ca23-7864-41da-b694-a9a9d3da1c03,6a78f580-3981-45e8-aa04-dafa97701285,58fd27ea-02c9-469e-b257-198ecc652ca3,2858.72,1721994833031
18bcb55b-06da-44ec-8527-ff88097a2667,e1e2cbe2-5afa-4ea2-8055-bd8375783223,3d935699-7f39-486d-98cc-7d2c72217bac,4637.63,1724396313317
f4150c80-b6c0-4347-941e-efe20c4acf30,d8933994-db56-4f7a-beca-66d31318da66,475d8d49-de7a-455d-beae-8a274d513250,2815.12,1730517760941
0400887e-86c9-4e2e-89bb-f03468f938b1,1941347d-32a2-4769-8b99-7ebd7496ba31,28327599-7908-4396-a65b-8f76d84f9239,4322.79,1712129846880
4ae87b3d-9ec7-4787-8b57-fe20c7ea2fc6,ed1a1343-b145-43ef-857b-f2b151c9e863,59901c93-3a4f-4704-b239-c2181abf16aa,3471.62,1714385428143
688c209d-b3db-4ca5-a482-f615b1b82cd1,7a578d51-6357-4b2b-b9d1-8b6559362de5,dfcbd609-e9bf-44a5-920a-14564e85807a,2309.09,1711216763509
285ec629-e944-4c5d-8628-1820005d262c,61143455-f17b-4497-8c72-f781fdf4643e,c810a679-087a-4460-8717-235bba08e072,4175.25,1704245318341
295a65c4-b5d0-46a0-bcc5-f6888e117b98,39980e4a-4411-4f3c-9134-f11e3d758960,e6d6bf1b-b445-42f7-bca1-1037123b3807,429.83,1710599998448
6c560ef2-86fc-4cdf-b769-f903853f65c9,b1019d29-fb8e-49b7-8653-83373fb2fb83,ab889c3e-6d24-4381-926f-f2800267fe7c,1531.89,1720526779655
a41657b1-5f9d-41cb-8ab0-e15023651ceb,62d2933e-0595-4150-b6f2-ae27210fcb1d,43d23eb6-07f8-4cff-aabf-4f131b92d76e,3632.99,1705443890795
05fd6bb5-cb0e-4da5-be77-1a3e4855e602,1f0ab8cc-1cbe-4b9d-8a79-1c7127e63a16,5756768b-b902-47c1-b466-40d8b7b8f2cb,1248.76,1727380318154
0c9d83f6-71e8-45a5-ac3e-11ab7182a2cc,20603616-bc12-49a8-bf6a-84a20a743acb,37bbd4e1-2150-4321-8265-c428af776f30,95.21,1713722545329
80dde2f0-85f1-4681-a12c-9036dce00025,42ef3114-bb2c-4d86-961a-7def6ec8f866,b01b32ae-6268-4556-8f8f-f8bd342949f1,689.51,1721200568984
a02cf197-09f1-41e7-a0cb-d2da3e07ca79,187798e8-f732-48c3-91ce-a979eeede11d,425350a8-f84f-4e2b-8053-f59abca54163,3056.0,1705419781706
2397e8a3-0ceb-47bd-aa2b-d89f7b6dcf0d,3f1f301d-73fd-4227-ba66-32ffefac20c3,7605f3b2-38a6-490f-9d54-3b0e422f228e,4359.28,1705222191818
41f0290c-9188-4882-a257-f8aa8f1e0c14,c924c6d6-6739-4c5b-8acb-e070162b5f5b,e19ee8f8-0868-4c37-ba21-1d9a4280f836,2320.49,1720467763163
2057f452-ebf2-425d-b415-d4f2a775439f,77186608-5bf9-45f7-b4db-77b91bc7c76a,8ec772a3-1495-4eef-baca-115ef7a80760,4055.66,1707955484397
b373c39f-1ff2-46b9-b5e7-790e637e7f5d,7d3e8c38-a2f6-41a3-9e88-8cd1dbb1774c,06116956-d733-4b0f-9e22-e173f2d2797c,3267.33,1701541081093
d41db81b-b666-4055-8c18-37af97420eca,698ffad0-8d36-49ee-aafe-66a16554cff4,d2b5659b-7caa-4f45-a1e1-249b42bbb052,2095.67,1700268372870
a84c89b6-5d26-4037-b7f6-167ece5c5658,47daab49-4907-4544-84d7-8d7777bae45c,98196c9c-ac2a-4ae0-8f33-3208da2deee8,4737.86,1721068146771
0bc14842-d4d2-45e0-9c24-3ee3841bcba7,858e65c5-c7c7-4157-880f-db4088478a26,eb4864a7-5006-4659-9a7a-3d351b2ea57e,2567.0,1703788215197
c3bbdac4-0cb3-4fdc-9dff-1f5145ac4caf,57012e60-844f-4ed5-bb13-d47dbf0e9367,cbe838d3-dba5-4351-816a-86f41926fb3e,1705.29,1705449814460
49518ae8-4ebf-43a0-b402-ceaf938f24fe,f4534997-6ea8-4166-a8ce-4001d65e045a,3c32e0d7-ed88-4864-b436-ce1ebd2a2310,3395.56,1699852835149
58a2ede3-7c6a-471e-8b45-65ccead0261d,1cacf515-04cd-4095-ad9d-cf50333ce3dd,1ddc7940-3270-4973-bf5f-24fb4d05512f,89.44,1700895686539
9c05c2fd-6a5d-4b25-bd61-01567707d3bf,711bef75-e45d-4f08-87d1-dc4072b670cf,c4874d09-6ade-43a9-9d7b-9fe5fefe4f8f,51.99,1720843032665
23616c2a-8093-4fa7-83ea-cef9fab60590,eb03805c-3373-41f0-8d57-c40719d036f3,511a1aec-91b0-4926-b819-951189538a1d,2521.01,1721727422829
d81266d3-c695-493f-9a64-ea5a6b61c12a,88ff30e4-3a7f-48f1-8267-e40de0f3fd74,d3d9c82c-7733-4794-890a-9114e95f30b4,4054.48,1708253992829
2df73a8a-dd98-474a-8454-103aa0bc9bc6,28b9efe6-31a4-44f0-9865-0a5b7b489333,bd2009a1-8dd2-4a21-b17d-4bc1134f0ad8,1755.92,1715427968566
a9dff4d7-fbc0-4e38-a5f6-ae77b35503ef,4117307b-c851-404c-b408-77385abcfac6,cc607194-9bd9-4f32-9aba-5990475ea82c,2311.56,1727449123108
72c6f7c5-b7fa-4846-9b59-000da19932e3,08ee5727-55fc-418f-a427-b64b49026d94,cfa20bf7-7268-4e80-9dda-f648745fb4b4,3879.64,1721111742951
f2dda409-0669-4d39-9ee5-f55ea2d5a7d2,f2bbddf1-4d4a-402a-8758-a355af914dee,94fedd8a-699f-4f13-9318-2b4578f1613d,4005.88,1728548355956
b7bc5fc9-bca4-4092-b060-c42751defe69,4c02b458-ceb8-4a7c-80dd-39ae5118ca5b,d8eed6a6-d3b1-40d0-b768-a5f8406695b8,3241.26,1712906158913
a44f1ff7-32c8-4bef-be3c-c37b1e247893,c4cb7cac-05c8-4228-ae77-dc02f61ec5ed,5da133c0-bedc-41c8-8be5-6239446d0434,4795.46,1716398243562
6b23e883-4af6-4305-9c65-cbd6683ae731,365c2887-81b3-46d8-8729-887e7531c59c,16b5f842-302c-4c0b-aefc-6497fef15253,1588.97,1702193120134
38208e6f-9272-412d-9b40-58a4b93480b1,1513c99a-5225-4f1b-9d82-5de443ea4dfe,a2d55c33-f05b-4431-bb0d-a95e66337d68,3224.87,1717584406035
6411bb33-0984-428d-b827-1aafcd79eead,f3cc617f-6b87-49d2-8afa-198164d8a04f,53506782-f31a-41e5-a6a3-3479d246c8bb,1187.34,1722332684572
33c3722e-aa6e-4cda-8115-3556d65aca54,7fd4b1f7-077b-41c7-88ae-1bde812720a8,e14ad066-69d3-41dc-a4d9-ac1447de96ee,1513.82,1729539614783
ce37992c-bec0-4b98-97cb-0d0d52417f67,f0ae6032-976d-43eb-91e4-e7d08cc923af,8cec4e63-2eaa-4b19-b1ed-e5e77e91d48e,498.74,1728183409601
463e79cc-2a58-4a1b-a568-87fa5e6a262d,3dd07822-1c53-4e1f-a1bb-2596da7c64e8,c5c7462c-6c80-4835-a498-b456af8cbcdf,2382.64,1718330575531
88c29a53-ca25-49dd-b3c5-dc469a1b1fc3,0b974bc0-2b70-47f0-8aec-069ac126d661,4b3c1780-53e8-4a29-9615-d557d186045c,2310.33,1723847734800
284bd305-9e76-49ad-8a15-5d2ba78d47c3,199421ed-74a2-46b8-8626-e24e33916e7d,f1e54540-374c-4378-a4b0-ecb0f1e77acb,3005.49,1717836581771
963e58ac-ec94-4f77-8a2e-0597f87e7f04,ae022bf6-bb85-49d6-98b7-01368130aece,0c8c98fa-030a-4f62-b7e1-0378742f041c,3420.86,1712054312617
d3af985d-6fb1-4e28-ae7a-d5fe02c3f884,f2426e54-e4d3-43fc-a6d5-47d17abb23a5,12b9f41c-25dd-41b2-b5b6-a23f76903ac8,2211.23,1719371954113
0ba506c4-009b-472c-bba8-4b2353dd85e6,ed070231-a2e6-41f2-8016-c0e1bfb8bc21,b2a3963e-4d1a-457e-a736-29bd39702d90,2024.92,1730161231305
348a757f-9ec4-432d-8f58-6f9b80bf2b0a,5b9366f6-6a93-400a-bf9a-273fb58fe023,5200670f-430e-4c5c-853d-391ce9b38a99,404.96,1725150682183
c92ce0aa-76e7-4e50-9236-f1250c305cc2,bfb927cc-5536-4a45-af18-c3bf88ffd502,f751bb33-c64a-4e91-be3e-104f125c7aee,2820.39,1726638187849
71d28170-7986-4dba-9a19-6d20c4a45894,2b93513a-be04-404f-ac46-9bd8590060c6,533b5a21-bf4f-4cb1-af67-c19b9e51f40f,4310.1,1710798996042
7cb91c8b-7a77-45d6-9870-f29b19ffc624,4c858a46-768f-4d06-b377-40b37b69f14e,200c002e-842e-4be2-a4f3-be2b17731e90,3830.61,1729590088804
0685c729-c932-4fe6-beff-0b9d888933fe,3c3615fe-da6f-41e8-8a31-8acc7087d350,90dcc830-ad6f-4d25-862a-8fcfff1f276f,1194.94,1699872285409
7ccc3c6f-a273-4fe4-b17f-81d8c7abc9b6,507dba3a-f78d-44db-be36-12e1250e632f,b5a6bf76-86c6-4210-acdc-3719845bf07e,1971.1,1703346647297
1f267ea9-fde0-4295-b957-05fa0f933cd8,1af79383-dde8-4521-9e58-e9a46bca86a6,f272829d-58ed-4d80-b705-b50c259be7f5,2912.51,1720244458819
ca4aa136-3c5b-4ba2-aa82-cc9a80519e92,231e1cae-0fdd-414f-b67a-c4a41bb69ea3,e1b72565-ea50-465f-be68-2563b2303b34,1963.28,1715603493332
33225a35-7a20-4e06-875d-5da66341773f,de74b4bb-815d-46ec-92f6-db626ed18b52,4313207f-e113-4c35-9da0-a0763a62d2d9,1361.02,1705014578740
9aea1be9-18a1-47b5-b416-56c36b8c60c9,6f57d66f-9f36-43af-b7e2-722ee41143b8,2631641f-43df-41d1-afd9-f28715bc96fc,1412.41,1727989540586
7ae5020a-0cbf-4547-9207-b37b2ce6aa1c,4e092551-30a6-468f-8fba-598fde289876,dfcbd609-e9bf-44a5-920a-14564e85807a,2957.13,1713549569273
ea178da1-8401-4ea1-a5ce-0ed4f66c48c4,bb92503a-c506-40fe-a44c-fc2aa8bb5c96,8baf5361-5238-4bc5-9aa3-c52475f90bbf,3899.9,1725580864352
ea23df17-f011-4229-b84f-b82eaf404323,10887ea6-e639-46b4-82dc-5e9a50e887e9,7c44eda9-6ca5-4147-a3b0-ebd6ba9aace8,2841.17,1712132313752
a6b94f37-08e9-4516-8cce-dbd92db1f7e2,329b4947-3002-4179-901f-0a4e8ae01196,9113e6ee-9e31-4c1b-a659-d78ba5d52e2e,4684.92,1699499230282
ca8f71ec-dd9e-4d56-9eda-c3f0ae11e782,188b5f9e-cda8-4eee-86ca-7131eee21e09,5d77590d-3a4c-4757-9b68-10c66bc60558,4215.15,1704579918148
77acca8a-f554-47d5-bbff-02b6b261a37e,c56b94bf-f14b-4cc9-bc63-5e2cd0c5f59e,a682019e-bddc-40b4-8f8d-bd848895e186,1523.64,1699569049838
a4d4b9d3-e937-4317-a86e-252c930fb178,5e10bad8-972f-484e-9e50-f20ce6eb6636,c801812f-f04f-444b-ab86-873fa8c26e79,2469.7,1706451363830
8de93c39-be11-4ee9-8e9e-51a8d74d769a,4719ab84-80ee-4967-9426-021dc1a39895,5b650182-9aa1-45ec-bc24-5a2517fe820f,2543.12,1711520400010
9249cead-24a7-4b20-a013-e7fc7ed91026,e1ff98af-fc2f-4115-aedb-43f3399f2b2a,82e66401-d52d-4f27-8944-19f12dd483b0,3379.13,1724578391013
85d7898d-b13f-4cbf-bb50-3345a58913c7,bf0f3175-df9f-4338-b1d7-ac09ad71b889,03933a88-3b7f-4e51-995b-46eb79e360d6,4955.16,1701117533280
84257b46-adfc-4d18-96d4-2ccf43808464,23fc01fa-fcf3-42fe-9417-4afe24336888,941e964d-5ae8-4cf9-b524-146a3f2afeeb,3128.67,1715336514713
2a953d4d-0e71-4a6e-b081-481a3cd53a01,fbad91be-1a6d-4291-932a-53bee294a235,bb15c48e-84bc-4ac5-a116-0f9daf784aaa,2653.49,1723783308435
c37f1a07-aa59-4848-83a7-6215ec3654c3,9201c396-7de1-48a1-a6f7-ce61ee29c87a,134c4111-8579-4b62-9639-1d298db9159c,3925.57,1717790702199
f18c43aa-0e8f-49a8-a3a1-cb4df4dd5024,4c136e07-d575-4d12-861e-88e08c18b91f,41e22e98-33cc-4590-befc-0ba3028f19b5,732.71,1705561636562
fed4e14a-b638-4ea2-9fb2-d85561f63603,e935ce80-6019-4c62-a3d6-ed89208c0d27,b583670f-4919-481f-a0ba-49bc9af8b04b,350.39,1722325798114
ffba27f8-d256-4ff0-ba49-4312daa90e1a,bb083282-2073-44b8-ba24-8c023ae1598f,7639b68d-7a47-4d01-bbe6-6d75264e96e8,1097.36,1723027515377
2d031c07-eb0a-4482-a81e-96f9b83938da,57852bb9-a88f-467c-9872-658bf814df3a,e98a15af-cc9d-430b-8945-bac4717b519f,3315.73,1728493578496
9c5df64f-cc0b-47e0-9376-319bdbd05d55,1f0f5545-eb9e-4aba-b695-f0bbc4b6f4de,ca2d8935-4dd4-4945-b33a-94e31d20a902,870.48,1727113233452
f3d59a0f-2a37-4dfb-bd54-93477bffe73f,6115147b-5621-4dca-bdf3-541b6e2b3c29,1f21aadf-c2dd-4840-916e-3b7fde4cfe25,1003.95,1730038304736
97275d89-1eb7-40a1-9220-2d81f40f2add,0f98102c-7915-4904-87ae-931a74e8eb95,19905a98-838d-47b0-932a-f28a4a81c23f,732.23,1701413380490
09330a94-8129-4fa7-803f-5fd318333cde,2d5b5f58-18e2-4205-8fda-881feec5d88c,637b534b-3b59-4b23-aaa6-073fef41a1d8,4632.63,1701207987846
b8a978d4-c358-4c0e-9230-89e6aeed2313,9c8977f5-f115-4e35-9a44-8fce40d7df5a,ac98f5e1-cb60-4ff9-b9dd-83273f6f0da3,4821.68,1718281954802
0469a99e-5eba-49e8-9efb-913c2299ed15,8f2264be-aba0-4e28-a66f-7469dada1525,553e3597-a56d-4fd7-ac77-88c6b28fc898,2339.95,1707109337348
72050d8d-398b-4ac0-9957-1c450dc3eb67,319980f1-7143-4944-95f5-39baa9f896ed,2437107a-b467-4d3e-8e2f-c702d9a2b713,1428.43,1722121021258
3cdc1842-16ab-40be-85d6-223d53bcabd1,d2e7e8c3-0e76-4c03-89db-6f121c1c885d,7238b6a6-5275-498e-9e53-3f7da87103ed,3964.56,1717816290147
cb4b8756-8d67-4ad2-b2ea-11a2f623a58d,020edccf-06b0-4cee-9ec4-659a13dd556f,cb0be8fd-ec83-406d-94cc-e1b6c6a30a94,597.22,1726344192250
